warehouse_id,name,location,capacity
1505,Regional Warehouse Q - 7030 Second Avenue,Regional Warehouse Q - 7030 Second Avenue,5013.08
1506,Fulfillment Center Q - 386 Market Avenue,Fulfillment Center Q - 386 Market Avenue,6313.3
1507,Logistics Hub O - 545 Oak Avenue,Logistics Hub O - 545 Oak Avenue,2357.72
1508,Fulfillment Center O - 2888 River Drive,Fulfillment Center O - 2888 River Drive,3275.6
1509,Storage Facility Y - 5819 Oak Road,Storage Facility Y - 5819 Oak Road,40254.38
1510,Processing Center F - 284 Oak Avenue,Processing Center F - 284 Oak Avenue,47794.06
1511,Distribution Center P - 3092 Washington Place,Distribution Center P - 3092 Washington Place,9515.48
1512,Regional Warehouse D - 3765 Washington Lane,Regional Warehouse D - 3765 Washington Lane,44482.87
1513,Central Depot G - 8127 Second Road,Central Depot G - 8127 Second Road,24121.72
1514,Fulfillment Center D - 6170 Hill Road,Fulfillment Center D - 6170 Hill Road,5820.31
1515,Storage Facility Z - 1951 Lake Way,Storage Facility Z - 1951 Lake Way,46363.07
1516,Processing Center C - 156 Washington Way,Processing Center C - 156 Washington Way,27778.69
1517,Storage Facility D - 3775 Cedar Way,Storage Facility D - 3775 Cedar Way,47167.33
1518,Storage Facility I - 8517 Washington Way,Storage Facility I - 8517 Washington Way,12854.1
1519,Processing Center L - 5367 Main Lane,Processing Center L - 5367 Main Lane,16406.17
1520,Distribution Center P - 532 Park Avenue,Distribution Center P - 532 Park Avenue,20523.75
1521,Central Depot Y - 6579 Oak Avenue,Central Depot Y - 6579 Oak Avenue,4265.81
1522,Central Depot Z - 6548 Cedar Circle,Central Depot Z - 6548 Cedar Circle,31501.29
1523,Regional Warehouse V - 8433 Park Lane,Regional Warehouse V - 8433 Park Lane,45843.39
1524,Logistics Hub E - 1093 Lake Boulevard,Logistics Hub E - 1093 Lake Boulevard,27890.2
1525,Supply Chain Hub R - 2995 Pine Lane,Supply Chain Hub R - 2995 Pine Lane,38355.63
1526,Supply Chain Hub R - 2776 Main Avenue,Supply Chain Hub R - 2776 Main Avenue,48382.87
1527,Logistics Hub X - 3554 Hill Court,Logistics Hub X - 3554 Hill Court,46365.18
1528,Central Depot I - 5106 Oak Way,Central Depot I - 5106 Oak Way,43947.49
1529,Storage Facility K - 2890 Cedar Boulevard,Storage Facility K - 2890 Cedar Boulevard,18648.5
1530,Distribution Center P - 550 Valley Lane,Distribution Center P - 550 Valley Lane,21005.86
1531,Storage Facility R - 4158 Hill Court,Storage Facility R - 4158 Hill Court,16894.49
1532,Storage Facility Z - 1329 Oak Lane,Storage Facility Z - 1329 Oak Lane,46849.35
1533,Fulfillment Center T - 4523 First Drive,Fulfillment Center T - 4523 First Drive,45332.39
1534,Distribution Center T - 2362 Pine Road,Distribution Center T - 2362 Pine Road,20383.43
1535,Supply Chain Hub K - 3284 Fourth Circle,Supply Chain Hub K - 3284 Fourth Circle,47588.76
1536,Central Depot B - 2293 Church Street,Central Depot B - 2293 Church Street,10234.27
1537,Storage Facility K - 5999 Main Road,Storage Facility K - 5999 Main Road,39014.71
1538,Processing Center N - 1910 First Road,Processing Center N - 1910 First Road,40544.69
1539,Distribution Center C - 6248 Pine Drive,Distribution Center C - 6248 Pine Drive,45681.27
1540,Processing Center L - 6073 Market Circle,Processing Center L - 6073 Market Circle,46820.91
1541,Logistics Hub K - 5126 Park Court,Logistics Hub K - 5126 Park Court,46444.77
1542,Logistics Hub G - 9009 Oak Drive,Logistics Hub G - 9009 Oak Drive,14117.01
1543,Storage Facility O - 3139 School Lane,Storage Facility O - 3139 School Lane,9157.45
1544,Supply Chain Hub L - 6647 Lake Avenue,Supply Chain Hub L - 6647 Lake Avenue,44752.05
1545,Processing Center H - 1529 Cedar Boulevard,Processing Center H - 1529 Cedar Boulevard,37032.95
1546,Central Depot W - 1498 High Avenue,Central Depot W - 1498 High Avenue,21258.85
1547,Processing Center R - 1382 Elm Boulevard,Processing Center R - 1382 Elm Boulevard,29140.04
1548,Fulfillment Center Q - 6763 River Boulevard,Fulfillment Center Q - 6763 River Boulevard,21405.79
1549,Storage Facility R - 1628 Market Place,Storage Facility R - 1628 Market Place,20527.46
1550,Central Depot J - 6439 Oak Boulevard,Central Depot J - 6439 Oak Boulevard,21227.55
1551,Regional Warehouse I - 2956 Washington Avenue,Regional Warehouse I - 2956 Washington Avenue,34251.67
1552,Logistics Hub W - 7428 Elm Street,Logistics Hub W - 7428 Elm Street,29490.34
1553,Processing Center K - 3487 Cedar Court,Processing Center K - 3487 Cedar Court,16390.73
1554,Distribution Center F - 7530 Third Court,Distribution Center F - 7530 Third Court,8701.69
1555,Distribution Center S - 5108 Pine Drive,Distribution Center S - 5108 Pine Drive,41769.5
1556,Central Depot V - 8663 First Lane,Central Depot V - 8663 First Lane,7285
1557,Supply Chain Hub L - 6831 Main Street,Supply Chain Hub L - 6831 Main Street,6479.67
1558,Supply Chain Hub G - 3407 Washington Circle,Supply Chain Hub G - 3407 Washington Circle,41494.39
1559,Logistics Hub P - 6941 School Circle,Logistics Hub P - 6941 School Circle,27437.52
1560,Logistics Hub E - 1717 Maple Road,Logistics Hub E - 1717 Maple Road,25166.65
1561,Storage Facility C - 5634 Pine Circle,Storage Facility C - 5634 Pine Circle,48424.52
1562,Processing Center X - 2947 First Court,Processing Center X - 2947 First Court,29410.89
1563,Regional Warehouse B - 7107 Church Street,Regional Warehouse B - 7107 Church Street,25463.62
1564,Logistics Hub J - 1513 River Circle,Logistics Hub J - 1513 River Circle,21349.03
1565,Fulfillment Center I - 1729 Church Street,Fulfillment Center I - 1729 Church Street,1073.6
1566,Distribution Center Z - 179 Park Lane,Distribution Center Z - 179 Park Lane,29246.16
1567,Central Depot Y - 3175 Hill Circle,Central Depot Y - 3175 Hill Circle,38789.2
1568,Processing Center P - 5126 Washington Road,Processing Center P - 5126 Washington Road,30339.22
1569,Fulfillment Center H - 2071 Church Court,Fulfillment Center H - 2071 Church Court,19275.49
1570,Supply Chain Hub J - 9096 Fourth Court,Supply Chain Hub J - 9096 Fourth Court,37768.46
1571,Storage Facility G - 7989 Hill Circle,Storage Facility G - 7989 Hill Circle,39602.29
1572,Fulfillment Center U - 6060 Elm Boulevard,Fulfillment Center U - 6060 Elm Boulevard,33387.76
1573,Regional Warehouse P - 7871 Cedar Avenue,Regional Warehouse P - 7871 Cedar Avenue,28549.83
1574,Logistics Hub A - 5925 Hill Court,Logistics Hub A - 5925 Hill Court,4323.08
1575,Supply Chain Hub E - 2225 Lake Boulevard,Supply Chain Hub E - 2225 Lake Boulevard,49891.89
1576,Regional Warehouse D - 4031 Fourth Road,Regional Warehouse D - 4031 Fourth Road,10968.61
1577,Fulfillment Center X - 1583 Cedar Way,Fulfillment Center X - 1583 Cedar Way,20469.22
1578,Distribution Center E - 8036 River Street,Distribution Center E - 8036 River Street,49015.07
1579,Processing Center K - 2270 School Circle,Processing Center K - 2270 School Circle,41051.64
1580,Distribution Center B - 3241 School Lane,Distribution Center B - 3241 School Lane,8108.69
1581,Regional Warehouse W - 7769 Third Road,Regional Warehouse W - 7769 Third Road,23361.06
1582,Logistics Hub B - 5324 Oak Place,Logistics Hub B - 5324 Oak Place,3143.41
1583,Supply Chain Hub B - 7702 School Way,Supply Chain Hub B - 7702 School Way,29071.12
1584,Distribution Center D - 6246 Washington Court,Distribution Center D - 6246 Washington Court,25920.27
1585,Logistics Hub L - 7472 High Street,Logistics Hub L - 7472 High Street,9075.01
1586,Storage Facility N - 2804 Park Court,Storage Facility N - 2804 Park Court,27519.76
1587,Central Depot P - 1502 Washington Way,Central Depot P - 1502 Washington Way,4105.99
1588,Regional Warehouse I - 2288 Church Court,Regional Warehouse I - 2288 Church Court,5246.09
1589,Logistics Hub H - 4396 First Road,Logistics Hub H - 4396 First Road,25923.15
1590,Supply Chain Hub U - 2321 Maple Court,Supply Chain Hub U - 2321 Maple Court,15599.89
1591,Processing Center G - 397 Third Street,Processing Center G - 397 Third Street,3454.48
1592,Storage Facility G - 2339 Pine Road,Storage Facility G - 2339 Pine Road,46086.85
1593,Logistics Hub Z - 804 School Court,Logistics Hub Z - 804 School Court,36524.53
1594,Logistics Hub U - 2068 School Avenue,Logistics Hub U - 2068 School Avenue,12503.91
1595,Regional Warehouse J - 5859 Cedar Boulevard,Regional Warehouse J - 5859 Cedar Boulevard,6886.8
1596,Logistics Hub I - 8253 Elm Circle,Logistics Hub I - 8253 Elm Circle,44061.15
1597,Fulfillment Center W - 104 Church Drive,Fulfillment Center W - 104 Church Drive,7589.96
1598,Processing Center H - 3261 Oak Place,Processing Center H - 3261 Oak Place,1387.54
1599,Logistics Hub E - 6636 Valley Court,Logistics Hub E - 6636 Valley Court,30839.42
1600,Logistics Hub X - 2372 Fourth Avenue,Logistics Hub X - 2372 Fourth Avenue,26237.8
1601,Fulfillment Center S - 2369 Third Street,Fulfillment Center S - 2369 Third Street,22930.99
1602,Processing Center B - 4389 River Way,Processing Center B - 4389 River Way,6069.32
1603,Storage Facility W - 1020 Third Lane,Storage Facility W - 1020 Third Lane,5480.74
1604,Processing Center I - 1352 Hill Circle,Processing Center I - 1352 Hill Circle,22705.67
1605,Central Depot R - 6578 Second Circle,Central Depot R - 6578 Second Circle,30466.26
1606,Processing Center W - 2832 Oak Street,Processing Center W - 2832 Oak Street,42195.76
1607,Central Depot E - 1181 Market Drive,Central Depot E - 1181 Market Drive,48163.48
1608,Logistics Hub E - 7806 Main Lane,Logistics Hub E - 7806 Main Lane,6869.51
1609,Distribution Center A - 7601 Main Boulevard,Distribution Center A - 7601 Main Boulevard,49580.29
1610,Logistics Hub F - 3813 Market Place,Logistics Hub F - 3813 Market Place,30532.68
1611,Regional Warehouse E - 5354 River Avenue,Regional Warehouse E - 5354 River Avenue,47764.85
1612,Regional Warehouse M - 6298 Third Place,Regional Warehouse M - 6298 Third Place,10099.05
1613,Storage Facility S - 2059 Elm Boulevard,Storage Facility S - 2059 Elm Boulevard,38988.47
1614,Supply Chain Hub I - 7366 Pine Road,Supply Chain Hub I - 7366 Pine Road,49207.05
1615,Regional Warehouse W - 2174 Hill Street,Regional Warehouse W - 2174 Hill Street,31364.75
1616,Central Depot G - 5873 School Avenue,Central Depot G - 5873 School Avenue,22389.32
1617,Processing Center F - 2603 Church Street,Processing Center F - 2603 Church Street,31580.2
1618,Processing Center C - 3215 Hill Street,Processing Center C - 3215 Hill Street,20141.73
1619,Central Depot X - 3352 Oak Lane,Central Depot X - 3352 Oak Lane,19339.11
1620,Logistics Hub D - 2903 Maple Street,Logistics Hub D - 2903 Maple Street,15668.86
1621,Central Depot L - 718 Market Place,Central Depot L - 718 Market Place,4209.56
1622,Distribution Center F - 4496 Cedar Place,Distribution Center F - 4496 Cedar Place,21007.59
1623,Central Depot D - 6987 Cedar Avenue,Central Depot D - 6987 Cedar Avenue,46545.02
1624,Central Depot Y - 8385 High Way,Central Depot Y - 8385 High Way,20256.76
1625,Processing Center R - 7722 Lake Circle,Processing Center R - 7722 Lake Circle,12449.57
1626,Supply Chain Hub I - 6863 Elm Lane,Supply Chain Hub I - 6863 Elm Lane,22415.47
1627,Processing Center J - 7336 Cedar Avenue,Processing Center J - 7336 Cedar Avenue,48080.37
1628,Supply Chain Hub D - 131 River Avenue,Supply Chain Hub D - 131 River Avenue,36898.59
1629,Distribution Center R - 3755 Cedar Place,Distribution Center R - 3755 Cedar Place,12913.73
1630,Regional Warehouse N - 2016 Third Road,Regional Warehouse N - 2016 Third Road,34462.04
1631,Distribution Center P - 1705 Hill Way,Distribution Center P - 1705 Hill Way,23577.19
1632,Processing Center J - 4318 River Court,Processing Center J - 4318 River Court,18520.29
1633,Processing Center C - 6605 Elm Avenue,Processing Center C - 6605 Elm Avenue,4346.63
1634,Processing Center U - 5644 River Boulevard,Processing Center U - 5644 River Boulevard,31575.77
1635,Supply Chain Hub C - 2280 Main Lane,Supply Chain Hub C - 2280 Main Lane,25342.85
1636,Regional Warehouse W - 7229 Elm Road,Regional Warehouse W - 7229 Elm Road,6794.99
1637,Supply Chain Hub D - 717 Washington Avenue,Supply Chain Hub D - 717 Washington Avenue,8592.91
1638,Fulfillment Center D - 1478 High Circle,Fulfillment Center D - 1478 High Circle,32798.98
1639,Regional Warehouse C - 8672 Market Way,Regional Warehouse C - 8672 Market Way,7619.93
1640,Supply Chain Hub L - 4767 Second Court,Supply Chain Hub L - 4767 Second Court,10964.98
1641,Storage Facility V - 5225 Market Road,Storage Facility V - 5225 Market Road,48466.73
1642,Processing Center N - 4754 Oak Drive,Processing Center N - 4754 Oak Drive,46735.45
1643,Distribution Center I - 821 Church Way,Distribution Center I - 821 Church Way,9471.2
1644,Supply Chain Hub A - 7882 Park Boulevard,Supply Chain Hub A - 7882 Park Boulevard,4721.5
1645,Storage Facility V - 1940 Lake Court,Storage Facility V - 1940 Lake Court,31671.22
1646,Central Depot L - 5416 Market Road,Central Depot L - 5416 Market Road,13015
1647,Processing Center R - 586 Third Road,Processing Center R - 586 Third Road,25373.4
1648,Distribution Center X - 4252 River Boulevard,Distribution Center X - 4252 River Boulevard,2640.82
1649,Central Depot J - 3879 Lake Place,Central Depot J - 3879 Lake Place,14568.46
1650,Logistics Hub R - 3186 Cedar Place,Logistics Hub R - 3186 Cedar Place,29601.29
1651,Storage Facility J - 7052 Oak Place,Storage Facility J - 7052 Oak Place,49647.86
1652,Fulfillment Center U - 1037 Main Street,Fulfillment Center U - 1037 Main Street,15966.52
1653,Supply Chain Hub T - 8821 Fourth Way,Supply Chain Hub T - 8821 Fourth Way,38817.83
1654,Distribution Center P - 8456 Fourth Boulevard,Distribution Center P - 8456 Fourth Boulevard,40214.03
1655,Central Depot N - 7142 High Drive,Central Depot N - 7142 High Drive,6666.14
1656,Processing Center B - 5541 Fourth Road,Processing Center B - 5541 Fourth Road,12028.81
1657,Processing Center N - 898 First Way,Processing Center N - 898 First Way,7070.04
1658,Fulfillment Center N - 1169 Washington Way,Fulfillment Center N - 1169 Washington Way,7829.57
1659,Central Depot M - 2023 Hill Road,Central Depot M - 2023 Hill Road,13943.02
1660,Storage Facility S - 3315 Maple Court,Storage Facility S - 3315 Maple Court,38801.69
1661,Distribution Center Q - 8430 Washington Circle,Distribution Center Q - 8430 Washington Circle,24818.03
1662,Regional Warehouse D - 1545 First Lane,Regional Warehouse D - 1545 First Lane,19063.88
1663,Logistics Hub C - 3526 High Lane,Logistics Hub C - 3526 High Lane,25953.96
1664,Central Depot G - 718 Hill Circle,Central Depot G - 718 Hill Circle,10726.29
1665,Processing Center Y - 2531 Park Place,Processing Center Y - 2531 Park Place,3112.8
1666,Processing Center W - 1997 Valley Way,Processing Center W - 1997 Valley Way,37255.4
1667,Logistics Hub H - 2540 School Drive,Logistics Hub H - 2540 School Drive,9221.74
1668,Distribution Center K - 5115 School Drive,Distribution Center K - 5115 School Drive,39577.55
1669,Storage Facility I - 7377 Third Circle,Storage Facility I - 7377 Third Circle,17949.45
1670,Distribution Center L - 7820 School Drive,Distribution Center L - 7820 School Drive,7482.06
1671,Central Depot X - 8476 Fourth Way,Central Depot X - 8476 Fourth Way,30530.28
1672,Supply Chain Hub R - 8920 Maple Place,Supply Chain Hub R - 8920 Maple Place,27314.06
1673,Central Depot P - 8877 High Boulevard,Central Depot P - 8877 High Boulevard,32381.72
1674,Supply Chain Hub R - 4579 Market Street,Supply Chain Hub R - 4579 Market Street,13054.55
1675,Central Depot O - 6312 Hill Boulevard,Central Depot O - 6312 Hill Boulevard,17578.84
1676,Central Depot N - 481 River Place,Central Depot N - 481 River Place,49712.63
1677,Logistics Hub Z - 6040 Church Street,Logistics Hub Z - 6040 Church Street,4936.64
1678,Processing Center L - 6654 Maple Road,Processing Center L - 6654 Maple Road,14005.73
1679,Storage Facility M - 2496 Park Way,Storage Facility M - 2496 Park Way,34526.28
1680,Logistics Hub Z - 959 Cedar Street,Logistics Hub Z - 959 Cedar Street,45074.1
1681,Supply Chain Hub Z - 128 Oak Court,Supply Chain Hub Z - 128 Oak Court,12636.52
1682,Storage Facility A - 2518 Market Avenue,Storage Facility A - 2518 Market Avenue,47440
1683,Processing Center Y - 2735 Maple Court,Processing Center Y - 2735 Maple Court,37952.85
1684,Storage Facility X - 8509 Elm Drive,Storage Facility X - 8509 Elm Drive,30501.27
1685,Regional Warehouse O - 5030 Maple Road,Regional Warehouse O - 5030 Maple Road,25247.55
1686,Distribution Center R - 823 Elm Court,Distribution Center R - 823 Elm Court,36489.33
1687,Processing Center H - 6000 Lake Avenue,Processing Center H - 6000 Lake Avenue,43873.9
1688,Logistics Hub L - 5706 Elm Boulevard,Logistics Hub L - 5706 Elm Boulevard,25326.1
1689,Logistics Hub F - 1904 Park Avenue,Logistics Hub F - 1904 Park Avenue,1364
1690,Storage Facility J - 4650 Church Road,Storage Facility J - 4650 Church Road,8121.74
1691,Supply Chain Hub A - 7618 Lake Road,Supply Chain Hub A - 7618 Lake Road,41866.94
1692,Central Depot A - 3685 Washington Court,Central Depot A - 3685 Washington Court,1623.75
1693,Supply Chain Hub L - 6679 Main Avenue,Supply Chain Hub L - 6679 Main Avenue,5904.63
1694,Storage Facility M - 881 Valley Place,Storage Facility M - 881 Valley Place,25642.76
1695,Central Depot U - 7665 River Avenue,Central Depot U - 7665 River Avenue,47780.03
1696,Storage Facility T - 2842 Maple Boulevard,Storage Facility T - 2842 Maple Boulevard,41795.19
1697,Regional Warehouse V - 3187 First Avenue,Regional Warehouse V - 3187 First Avenue,5025.82
1698,Central Depot H - 2095 Second Way,Central Depot H - 2095 Second Way,2829.95
1699,Logistics Hub Z - 4669 Main Avenue,Logistics Hub Z - 4669 Main Avenue,36953.42
1700,Regional Warehouse K - 4529 High Street,Regional Warehouse K - 4529 High Street,5548.48
1701,Central Depot Y - 2393 Oak Place,Central Depot Y - 2393 Oak Place,20659.67
1702,Distribution Center W - 2892 Park Avenue,Distribution Center W - 2892 Park Avenue,14005.83
1703,Central Depot L - 3234 Oak Lane,Central Depot L - 3234 Oak Lane,34361.81
1704,Logistics Hub P - 2884 Maple Place,Logistics Hub P - 2884 Maple Place,24157.55
1705,Central Depot V - 5374 Lake Road,Central Depot V - 5374 Lake Road,20623.71
1706,Processing Center L - 8587 Third Lane,Processing Center L - 8587 Third Lane,43416.97
1707,Logistics Hub F - 2499 First Street,Logistics Hub F - 2499 First Street,14660.66
1708,Central Depot J - 6138 First Circle,Central Depot J - 6138 First Circle,34243.43
1709,Logistics Hub V - 7668 School Avenue,Logistics Hub V - 7668 School Avenue,29439.63
1710,Distribution Center S - 5967 High Court,Distribution Center S - 5967 High Court,46993.31
1711,Logistics Hub F - 6412 Oak Court,Logistics Hub F - 6412 Oak Court,48793.18
1712,Storage Facility L - 5333 River Boulevard,Storage Facility L - 5333 River Boulevard,44754.59
1713,Distribution Center O - 4507 Elm Circle,Distribution Center O - 4507 Elm Circle,23649.66
1714,Processing Center C - 3277 Cedar Boulevard,Processing Center C - 3277 Cedar Boulevard,21285.19
1715,Supply Chain Hub Z - 3757 River Place,Supply Chain Hub Z - 3757 River Place,40591.83
1716,Regional Warehouse S - 1165 Elm Road,Regional Warehouse S - 1165 Elm Road,19072.09
1717,Processing Center M - 5471 First Place,Processing Center M - 5471 First Place,40803.2
1718,Regional Warehouse W - 3401 River Drive,Regional Warehouse W - 3401 River Drive,23180.1
1719,Fulfillment Center S - 8343 Washington Lane,Fulfillment Center S - 8343 Washington Lane,33326.28
1720,Processing Center V - 4452 Fourth Road,Processing Center V - 4452 Fourth Road,1361.23
1721,Distribution Center Q - 539 Lake Road,Distribution Center Q - 539 Lake Road,29796.41
1722,Processing Center T - 2320 Hill Circle,Processing Center T - 2320 Hill Circle,24915.41
1723,Distribution Center K - 7503 Cedar Road,Distribution Center K - 7503 Cedar Road,3626.1
1724,Distribution Center Q - 2128 First Road,Distribution Center Q - 2128 First Road,46772.35
1725,Fulfillment Center A - 8719 River Circle,Fulfillment Center A - 8719 River Circle,11683.76
1726,Logistics Hub Y - 8983 Elm Drive,Logistics Hub Y - 8983 Elm Drive,30045.61
1727,Regional Warehouse K - 3330 Church Way,Regional Warehouse K - 3330 Church Way,16527.91
1728,Distribution Center M - 4611 Park Circle,Distribution Center M - 4611 Park Circle,46910.96
1729,Logistics Hub W - 640 Cedar Boulevard,Logistics Hub W - 640 Cedar Boulevard,45712.14
1730,Storage Facility D - 185 High Lane,Storage Facility D - 185 High Lane,8487.8
1731,Logistics Hub V - 6422 Pine Boulevard,Logistics Hub V - 6422 Pine Boulevard,11909.65
1732,Central Depot T - 5918 Washington Court,Central Depot T - 5918 Washington Court,24274.16
1733,Logistics Hub F - 5739 Lake Avenue,Logistics Hub F - 5739 Lake Avenue,33514.02
1734,Distribution Center F - 6838 High Boulevard,Distribution Center F - 6838 High Boulevard,15259.7
1735,Processing Center V - 3005 Second Road,Processing Center V - 3005 Second Road,7702.65
1736,Regional Warehouse Z - 2750 Second Road,Regional Warehouse Z - 2750 Second Road,3312.77
1737,Supply Chain Hub Z - 2572 Market Road,Supply Chain Hub Z - 2572 Market Road,16185.67
1738,Fulfillment Center P - 2830 Maple Circle,Fulfillment Center P - 2830 Maple Circle,29685.35
1739,Processing Center G - 6946 Pine Boulevard,Processing Center G - 6946 Pine Boulevard,29999.25
1740,Supply Chain Hub O - 8940 Fourth Circle,Supply Chain Hub O - 8940 Fourth Circle,1679.49
1741,Supply Chain Hub M - 6570 Market Boulevard,Supply Chain Hub M - 6570 Market Boulevard,21707.1
1742,Storage Facility M - 6766 River Street,Storage Facility M - 6766 River Street,26048.19
1743,Regional Warehouse M - 3369 Church Street,Regional Warehouse M - 3369 Church Street,21806.92
1744,Supply Chain Hub F - 5565 River Street,Supply Chain Hub F - 5565 River Street,24500
1745,Logistics Hub K - 8193 Fourth Street,Logistics Hub K - 8193 Fourth Street,20861.11
1746,Regional Warehouse M - 4912 Cedar Road,Regional Warehouse M - 4912 Cedar Road,34610.69
1747,Fulfillment Center Z - 8557 Valley Way,Fulfillment Center Z - 8557 Valley Way,9455.76
1748,Logistics Hub T - 5560 School Boulevard,Logistics Hub T - 5560 School Boulevard,8803.6
1749,Logistics Hub V - 6726 Third Boulevard,Logistics Hub V - 6726 Third Boulevard,38918.37
1750,Storage Facility V - 8250 Oak Way,Storage Facility V - 8250 Oak Way,37516.47
1751,Processing Center B - 284 Oak Boulevard,Processing Center B - 284 Oak Boulevard,28224.7
1752,Storage Facility Z - 6293 Lake Place,Storage Facility Z - 6293 Lake Place,30030.16
1753,Distribution Center E - 4062 High Avenue,Distribution Center E - 4062 High Avenue,13998.44
1754,Processing Center E - 4462 Oak Road,Processing Center E - 4462 Oak Road,24883.21
1755,Supply Chain Hub F - 7250 River Way,Supply Chain Hub F - 7250 River Way,2398.88
1756,Central Depot W - 4830 Pine Avenue,Central Depot W - 4830 Pine Avenue,24869.79
1757,Supply Chain Hub T - 483 Maple Way,Supply Chain Hub T - 483 Maple Way,11449.5
1758,Fulfillment Center T - 6886 Third Road,Fulfillment Center T - 6886 Third Road,39372.26
1759,Supply Chain Hub J - 7662 Third Place,Supply Chain Hub J - 7662 Third Place,28173.44
1760,Distribution Center O - 4982 Lake Place,Distribution Center O - 4982 Lake Place,21627.14
1761,Supply Chain Hub C - 8385 Hill Place,Supply Chain Hub C - 8385 Hill Place,49803.8
1762,Supply Chain Hub Q - 2307 Pine Court,Supply Chain Hub Q - 2307 Pine Court,41914.38
1763,Processing Center M - 1372 Washington Place,Processing Center M - 1372 Washington Place,12003.93
1764,Regional Warehouse D - 310 Cedar Street,Regional Warehouse D - 310 Cedar Street,27379.99
1765,Storage Facility F - 8021 Cedar Road,Storage Facility F - 8021 Cedar Road,44957.02
1766,Central Depot S - 3154 Maple Boulevard,Central Depot S - 3154 Maple Boulevard,4873.18
1767,Distribution Center P - 6842 Second Lane,Distribution Center P - 6842 Second Lane,34536.07
1768,Regional Warehouse M - 1079 High Place,Regional Warehouse M - 1079 High Place,16743.34
1769,Supply Chain Hub W - 8012 Market Way,Supply Chain Hub W - 8012 Market Way,16811.33
1770,Regional Warehouse Z - 7538 Second Road,Regional Warehouse Z - 7538 Second Road,43752.02
1771,Fulfillment Center P - 2627 School Boulevard,Fulfillment Center P - 2627 School Boulevard,38081.21
1772,Regional Warehouse H - 8585 Hill Place,Regional Warehouse H - 8585 Hill Place,26427.05
1773,Regional Warehouse I - 8509 Elm Boulevard,Regional Warehouse I - 8509 Elm Boulevard,37561.26
1774,Distribution Center V - 7932 Oak Circle,Distribution Center V - 7932 Oak Circle,2580.49
1775,Logistics Hub Y - 4780 Hill Street,Logistics Hub Y - 4780 Hill Street,32265.55
1776,Distribution Center E - 3204 Third Place,Distribution Center E - 3204 Third Place,3805.2
1777,Regional Warehouse W - 2688 Valley Drive,Regional Warehouse W - 2688 Valley Drive,23789.82
1778,Fulfillment Center S - 5584 Pine Boulevard,Fulfillment Center S - 5584 Pine Boulevard,28409.65
1779,Central Depot W - 7304 River Boulevard,Central Depot W - 7304 River Boulevard,46437.39
1780,Supply Chain Hub B - 5594 Market Drive,Supply Chain Hub B - 5594 Market Drive,5464.87
1781,Logistics Hub A - 8010 Second Way,Logistics Hub A - 8010 Second Way,19596.2
1782,Central Depot E - 8161 Oak Circle,Central Depot E - 8161 Oak Circle,45305.21
1783,Regional Warehouse A - 2256 Lake Way,Regional Warehouse A - 2256 Lake Way,5482.21
1784,Supply Chain Hub Y - 7189 Church Boulevard,Supply Chain Hub Y - 7189 Church Boulevard,21421.58
1785,Storage Facility R - 5480 Washington Street,Storage Facility R - 5480 Washington Street,39357.61
1786,Storage Facility A - 4367 Pine Place,Storage Facility A - 4367 Pine Place,8689.01
1787,Distribution Center C - 2848 Elm Circle,Distribution Center C - 2848 Elm Circle,25352.69
1788,Storage Facility S - 7142 Fourth Lane,Storage Facility S - 7142 Fourth Lane,31407.88
1789,Logistics Hub O - 4120 Second Boulevard,Logistics Hub O - 4120 Second Boulevard,13537.78
1790,Fulfillment Center L - 7533 River Street,Fulfillment Center L - 7533 River Street,19614.76
1791,Storage Facility X - 3564 Oak Avenue,Storage Facility X - 3564 Oak Avenue,42741.7
1792,Central Depot H - 4400 Church Place,Central Depot H - 4400 Church Place,6212.05
1793,Regional Warehouse N - 7977 Washington Drive,Regional Warehouse N - 7977 Washington Drive,6285.58
1794,Storage Facility B - 7969 Third Boulevard,Storage Facility B - 7969 Third Boulevard,5611.96
1795,Fulfillment Center W - 8716 Park Court,Fulfillment Center W - 8716 Park Court,18311.29
1796,Logistics Hub G - 6512 First Way,Logistics Hub G - 6512 First Way,14181.25
1797,Processing Center D - 4108 Hill Court,Processing Center D - 4108 Hill Court,13898.3
1798,Distribution Center U - 1804 Main Way,Distribution Center U - 1804 Main Way,45794.32
1799,Supply Chain Hub V - 5867 High Lane,Supply Chain Hub V - 5867 High Lane,15766.22
1800,Fulfillment Center M - 8023 Church Circle,Fulfillment Center M - 8023 Church Circle,42109.9
1801,Central Depot Z - 8990 Washington Circle,Central Depot Z - 8990 Washington Circle,33501.62
1802,Regional Warehouse B - 1956 Park Circle,Regional Warehouse B - 1956 Park Circle,7119.63
1803,Distribution Center V - 2598 First Court,Distribution Center V - 2598 First Court,49299.2
1804,Logistics Hub D - 8420 Elm Place,Logistics Hub D - 8420 Elm Place,30635.11
1805,Storage Facility W - 5063 Oak Place,Storage Facility W - 5063 Oak Place,49974.42
1806,Central Depot J - 4199 Cedar Court,Central Depot J - 4199 Cedar Court,20117.91
1807,Regional Warehouse T - 6556 Lake Avenue,Regional Warehouse T - 6556 Lake Avenue,1158.27
1808,Storage Facility Q - 128 Valley Circle,Storage Facility Q - 128 Valley Circle,24749.7
1809,Logistics Hub C - 4562 Main Boulevard,Logistics Hub C - 4562 Main Boulevard,29376.77
